Gene.Symbol,EnsID,entrez_id,hgnc_symbol,tissue,phase,pval,fdr,rsq,rAmp,fitmean,amp,G1Acro,Peg,hgnc_name,gene_biotype,type
NRP1,ENSG00000099250,8829,NRP1,Artery Tibial,4.133354732,0.344072421,0.646853193,0.091323995,0.227062871,30.92100216,7.021011512,0.84386682,3.289487912,neuropilin 1,protein_coding,protein_coding
NRP2,ENSG00000118257,8828,NRP2,Artery Tibial,1.452405485,0.654451084,0.856170151,0.047923311,0.337299855,8.624033616,2.908885286,0.84386682,0.608538665,neuropilin 2,protein_coding,protein_coding
NRROS,ENSG00000174004,375387,NRROS,Artery Tibial,0.888086478,0.371051315,0.669554506,0.048807236,0.345454989,3.361608316,1.161284363,0.84386682,0.044219658,negative regulator of reactive oxygen species,protein_coding,protein_coding
NRSN2,ENSG00000125841,80023,NRSN2,Artery Tibial,5.377202444,0.188661631,0.479463409,0.095184259,0.131262912,32.53892489,4.271154044,0.84386682,4.533335624,neurensin 2,protein_coding,protein_coding
NRXN2,ENSG00000110076,9379,NRXN2,Artery Tibial,4.435688767,0.716337489,0.888508346,0.063816457,0.274841627,2.153226874,0.591796376,0.84386682,3.591821946,neurexin 2,protein_coding,protein_coding
NRXN3,ENSG00000021645,9369,NRXN3,Artery Tibial,4.099702998,0.682471458,0.868979372,0.039980446,0.245427643,1.947868257,0.478060716,0.84386682,3.255836178,neurexin 3,protein_coding,protein_coding
NSA2,ENSG00000164346,10412,NSA2,Artery Tibial,1.978197392,0.408202498,0.697895713,0.039312275,0.081008726,181.5715983,14.70888392,0.84386682,1.134330572,"NSA2, ribosome biogenesis homolog",protein_coding,protein_coding
NSD1,ENSG00000165671,64324,NSD1,Artery Tibial,2.146461536,0.192033297,0.483397966,0.130092255,0.11993547,13.87719638,1.664368067,0.84386682,1.302594716,nuclear receptor binding SET domain protein 1,protein_coding,protein_coding
NSDHL,ENSG00000147383,50814,NSDHL,Artery Tibial,0.209153552,0.194949848,0.486813981,0.045994301,0.075739933,16.88738091,1.279049102,0.84386682,5.648472039,NAD(P) dependent steroid dehydrogenase-like,protein_coding,protein_coding
NSF,ENSG00000073969,4905,NSF,Artery Tibial,6.078968757,0.232606643,0.532955466,0.08182768,0.132172028,16.20652496,2.142049263,0.84386682,5.235101937,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",protein_coding,protein_coding
NSFL1C,ENSG00000088833,55968,NSFL1C,Artery Tibial,3.229928198,0.491413894,0.75962698,0.095605552,0.073645123,47.32177243,3.485017768,0.84386682,2.386061377,NSFL1 cofactor,protein_coding,protein_coding
NSL1,ENSG00000117697,25936,NSL1,Artery Tibial,3.242630974,0.809381286,0.930608465,0.017636681,0.042494309,11.04757176,0.469458926,0.84386682,2.398764154,"NSL1, MIS12 kinetochore complex component",protein_coding,protein_coding
NSMAF,ENSG00000035681,8439,NSMAF,Artery Tibial,1.281780195,0.106517549,0.36323477,0.096886973,0.108736986,25.49536577,2.772289236,0.84386682,0.437913375,neutral sphingomyelinase activation associated factor,protein_coding,protein_coding
NSMCE1,ENSG00000169189,197370,NSMCE1,Artery Tibial,4.743143308,0.318839401,0.622649064,0.034898473,0.069037393,47.95431442,3.310640872,0.84386682,3.899276488,"NSE1 homolog, SMC5-SMC6 complex component",protein_coding,protein_coding
NSMCE2,ENSG00000156831,286053,NSMCE2,Artery Tibial,1.904550866,0.5988468,0.826882645,0.042272773,0.066331498,19.48742665,1.292630199,0.84386682,1.060684046,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase",protein_coding,protein_coding
NSMCE4A,ENSG00000107672,54780,NSMCE4A,Artery Tibial,2.463537696,0.31024048,0.615009241,0.087403568,0.080207474,35.08268853,2.813893824,0.84386682,1.619670876,"NSE4 homolog A, SMC5-SMC6 complex component",protein_coding,protein_coding
NSMF,ENSG00000165802,26012,NSMF,Artery Tibial,1.22212406,0.003619085,0.069826489,0.209478638,0.293561782,59.90103573,17.58465476,0.84386682,0.37825724,NMDA receptor synaptonuclear signaling and neuronal migration factor,protein_coding,protein_coding
NSRP1,ENSG00000126653,84081,NSRP1,Artery Tibial,1.884943039,0.066896404,0.290789034,0.108983803,0.111620406,39.25934014,4.3821435,0.84386682,1.041076219,nuclear speckle splicing regulatory protein 1,protein_coding,protein_coding
NSUN2,ENSG00000037474,54888,NSUN2,Artery Tibial,1.744406799,0.775986415,0.915283237,0.044503993,0.059827788,43.87857806,2.62515826,0.84386682,0.900539979,NOP2/Sun RNA methyltransferase family member 2,protein_coding,protein_coding
NSUN3,ENSG00000178694,63899,NSUN3,Artery Tibial,2.720069977,0.116289315,0.378489047,0.145496794,0.131540204,4.993517018,0.656848249,0.84386682,1.876203157,NOP2/Sun RNA methyltransferase family member 3,protein_coding,protein_coding
NSUN4,ENSG00000117481,387338,NSUN4,Artery Tibial,0.747316718,0.23021739,0.53008305,0.066358356,0.098946833,6.221206741,0.615568707,0.84386682,6.186635205,NOP2/Sun RNA methyltransferase family member 4,protein_coding,protein_coding
NSUN5,ENSG00000130305,55695,NSUN5,Artery Tibial,1.236834657,0.272814902,0.578935683,0.04798965,0.064447272,20.25403329,1.305317185,0.84386682,0.392967837,NOP2/Sun RNA methyltransferase family member 5,protein_coding,protein_coding
NSUN5P1,ENSG00000223705,155400,NSUN5P1,Artery Tibial,3.523616827,0.028929763,0.193759471,0.100017348,0.157965884,21.64744978,3.419558552,0.84386682,2.679750007,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1,transcribed_unprocessed_pseudogene,other
NSUN5P2,ENSG00000106133,260294,NSUN5P2,Artery Tibial,3.345915286,0.126413509,0.394739603,0.058535303,0.171292799,7.200550645,1.233402477,0.84386682,2.502048466,NOP2/Sun RNA methyltransferase family member 5 pseudogene 2,transcribed_unprocessed_pseudogene,other
NSUN6,ENSG00000241058,221078,NSUN6,Artery Tibial,3.487867426,0.969949788,0.989873113,0.031238962,0.076751001,9.439321917,0.72447741,0.84386682,2.644000606,NOP2/Sun RNA methyltransferase family member 6,protein_coding,protein_coding
NSUN7,ENSG00000179299,79730,NSUN7,Artery Tibial,3.72615536,0.001549613,0.043690764,0.186750918,0.376623583,7.724908688,2.909382791,0.84386682,2.88228854,NOP2/Sun RNA methyltransferase family member 7,protein_coding,protein_coding
NT5C,ENSG00000125458,30833,NT5C,Artery Tibial,0.021199756,0.327396238,0.631268762,0.021198813,0.056590095,48.61921139,2.751365804,0.84386682,5.460518243,"5', 3'-nucleotidase, cytosolic",protein_coding,protein_coding
NT5C2,ENSG00000076685,22978,NT5C2,Artery Tibial,3.200172889,0.495914604,0.762605327,0.01877504,0.05767363,41.23894528,2.378399661,0.84386682,2.356306069,"5'-nucleotidase, cytosolic II",protein_coding,protein_coding
NT5C3A,ENSG00000122643,51251,NT5C3A,Artery Tibial,1.905563061,0.145453729,0.424762433,0.129262621,0.130272515,17.92768166,2.335484177,0.84386682,1.061696241,"5'-nucleotidase, cytosolic IIIA",protein_coding,protein_coding
NT5C3B,ENSG00000141698,115024,NT5C3B,Artery Tibial,0.648148022,0.227262292,0.526375154,0.057807292,0.081993681,66.03560698,5.414502482,0.84386682,6.087466509,"5'-nucleotidase, cytosolic IIIB",protein_coding,protein_coding
NT5DC1,ENSG00000178425,221294,NT5DC1,Artery Tibial,3.02313438,0.196106912,0.487941581,0.173834979,0.157545828,23.80396105,3.750214748,0.84386682,2.17926756,5'-nucleotidase domain containing 1,protein_coding,protein_coding
NT5DC2,ENSG00000168268,64943,NT5DC2,Artery Tibial,5.407180748,0.740333786,0.897796857,0.028058855,0.10188845,45.06832803,4.591942105,0.84386682,4.563313928,5'-nucleotidase domain containing 2,protein_coding,protein_coding
NT5DC3,ENSG00000111696,51559,NT5DC3,Artery Tibial,2.366432914,0.113283272,0.373897111,0.099803582,0.245625818,40.6153858,9.976187357,0.84386682,1.522566094,5'-nucleotidase domain containing 3,protein_coding,protein_coding
NT5E,ENSG00000135318,4907,NT5E,Artery Tibial,4.571014992,0.180751245,0.469027751,0.073922348,0.155811067,56.58221929,8.816135965,0.84386682,3.727148172,5'-nucleotidase ecto,protein_coding,protein_coding
NT5M,ENSG00000205309,56953,NT5M,Artery Tibial,3.968993395,0.965198219,0.987649283,0.028724745,0.139974898,2.147158324,0.300548268,0.84386682,3.125126575,"5',3'-nucleotidase, mitochondrial",protein_coding,protein_coding
NTAN1,ENSG00000157045,123803,NTAN1,Artery Tibial,1.289004564,0.92246095,0.973704605,0.004857428,0.032652776,72.5052444,2.367497505,0.84386682,0.445137744,N-terminal asparagine amidase,protein_coding,protein_coding
NTF3,ENSG00000185652,4908,NTF3,Artery Tibial,4.338685848,0.753087827,0.904506397,0.037224406,0.107769118,25.6510608,2.764392208,0.84386682,3.494819028,neurotrophin 3,protein_coding,protein_coding
NTHL1,ENSG00000065057,4913,NTHL1,Artery Tibial,3.808786272,0.131054765,0.401846976,0.106567064,0.203022312,23.83446141,4.83892745,0.84386682,2.964919452,nth like DNA glycosylase 1,protein_coding,protein_coding
NTMT1,ENSG00000148335,28989,NTMT1,Artery Tibial,5.698919025,0.00782978,0.100806291,0.192332377,0.177438427,21.25225888,3.770967389,0.84386682,4.855052205,N-terminal Xaa-Pro-Lys N-methyltransferase 1,protein_coding,protein_coding
NTN1,ENSG00000065320,9423,NTN1,Artery Tibial,2.475543356,0.731077033,0.894452864,0.051255237,0.161697207,45.84493033,7.412997175,0.84386682,1.631676536,netrin 1,protein_coding,protein_coding
NTN4,ENSG00000074527,59277,NTN4,Artery Tibial,4.287558437,0.618130878,0.835894826,0.017833615,0.079919641,67.41742527,5.387976423,0.84386682,3.443691617,netrin 4,protein_coding,protein_coding
NTPCR,ENSG00000135778,84284,NTPCR,Artery Tibial,3.441943516,0.294235677,0.600847998,0.065387333,0.081910391,4.467058539,0.365898511,0.84386682,2.598076696,"nucleoside-triphosphatase, cancer-related",protein_coding,protein_coding
NTRK2,ENSG00000148053,4915,NTRK2,Artery Tibial,3.69223519,8.7546E-05,0.009585972,0.155960688,0.222689142,52.17166737,11.61806383,0.84386682,2.84836837,neurotrophic receptor tyrosine kinase 2,protein_coding,protein_coding
NTRK3,ENSG00000140538,4916,NTRK3,Artery Tibial,3.415784207,0.25039827,0.553770375,0.070166635,0.155908596,64.99640497,10.13349825,0.84386682,2.571917387,neurotrophic receptor tyrosine kinase 3,protein_coding,protein_coding
NUAK1,ENSG00000074590,9891,NUAK1,Artery Tibial,2.343230901,0.200668467,0.494127984,0.081478996,0.159079951,21.26465058,3.382779563,0.84386682,1.499364081,NUAK family kinase 1,protein_coding,protein_coding
NUB1,ENSG00000013374,51667,NUB1,Artery Tibial,1.955562203,0.193434601,0.485005254,0.151861312,0.081244758,47.16660844,3.832039701,0.84386682,1.111695383,negative regulator of ubiquitin like proteins 1,protein_coding,protein_coding
NUBP1,ENSG00000103274,4682,NUBP1,Artery Tibial,5.365155975,0.250587361,0.554025203,0.095917345,0.104282763,29.13735924,3.038524331,0.84386682,4.521289155,nucleotide binding protein 1,protein_coding,protein_coding
NUBP2,ENSG00000095906,10101,NUBP2,Artery Tibial,6.050178305,0.202337,0.496525001,0.055363994,0.07395746,27.42769767,2.028482855,0.84386682,5.206311485,nucleotide binding protein 2,protein_coding,protein_coding
NUBPL,ENSG00000151413,80224,NUBPL,Artery Tibial,3.306978365,0.176177174,0.463980651,0.105397528,0.178525656,7.697271747,1.374160487,0.84386682,2.463111545,nucleotide binding protein like,protein_coding,protein_coding
NUCB1,ENSG00000104805,4924,NUCB1,Artery Tibial,5.270000016,0.072118834,0.300098373,0.110683694,0.104401192,289.3541372,30.20891692,0.84386682,4.426133196,nucleobindin 1,protein_coding,protein_coding
NUCB2,ENSG00000070081,4925,NUCB2,Artery Tibial,4.575452018,0.020042715,0.161331665,0.116125196,0.142371313,13.58467909,1.934068594,0.84386682,3.731585198,nucleobindin 2,protein_coding,protein_coding
NUCKS1,ENSG00000069275,64710,NUCKS1,Artery Tibial,3.225125729,0.487319985,0.75699359,0.135225468,0.113908383,102.8954591,11.7206554,0.84386682,2.381258909,nuclear casein kinase and cyclin dependent kinase substrate 1,protein_coding,protein_coding
NUDC,ENSG00000090273,10726,NUDC,Artery Tibial,0.204236144,0.360976579,0.661624716,0.039659927,0.068249654,116.4255081,7.946000641,0.84386682,5.643554631,"nuclear distribution C, dynein complex regulator",protein_coding,protein_coding
NUDCD1,ENSG00000120526,84955,NUDCD1,Artery Tibial,0.227459896,0.939230795,0.978577558,0.041830398,0.103098021,9.060739317,0.934144291,0.84386682,5.666778383,NudC domain containing 1,protein_coding,protein_coding
NUDCD2,ENSG00000170584,134492,NUDCD2,Artery Tibial,1.807064419,0.91628751,0.971245757,0.038750362,0.06080494,6.188708107,0.376304027,0.84386682,0.963197599,NudC domain containing 2,protein_coding,protein_coding
NUDCD3,ENSG00000015676,23386,NUDCD3,Artery Tibial,2.079277403,0.226085641,0.525164246,0.146329403,0.079276805,34.78742248,2.757835716,0.84386682,1.235410583,NudC domain containing 3,protein_coding,protein_coding
NUDT1,ENSG00000106268,4521,NUDT1,Artery Tibial,6.001972553,0.961735485,0.986528583,0.043626188,0.088768793,8.484058965,0.753119678,0.84386682,5.158105733,nudix hydrolase 1,protein_coding,protein_coding
NUDT10,ENSG00000122824,170685,NUDT10,Artery Tibial,3.513684331,0.776133493,0.915311482,0.010476142,0.062731067,4.019498834,0.252147449,0.84386682,2.66981751,nudix hydrolase 10,protein_coding,protein_coding
NUDT11,ENSG00000196368,55190,NUDT11,Artery Tibial,2.890349832,0.915684277,0.971245757,0.008290389,0.039247552,5.987027986,0.234976194,0.84386682,2.046483012,nudix hydrolase 11,protein_coding,protein_coding
NUDT12,ENSG00000112874,83594,NUDT12,Artery Tibial,2.870204441,0.026840364,0.187357983,0.238714275,0.212678547,8.224836014,1.749246172,0.84386682,2.026337621,nudix hydrolase 12,protein_coding,protein_coding
NUDT13,ENSG00000166321,25961,NUDT13,Artery Tibial,2.815258478,0.086277329,0.328322225,0.138963196,0.171396547,4.230799948,0.7251445,0.84386682,1.971391658,nudix hydrolase 13,protein_coding,protein_coding
NUDT14,ENSG00000183828,256281,NUDT14,Artery Tibial,5.635760502,0.852845933,0.948214146,0.02546759,0.13163232,6.617928431,0.871133274,0.84386682,4.791893682,nudix hydrolase 14,protein_coding,protein_coding
NUDT15,ENSG00000136159,55270,NUDT15,Artery Tibial,5.760295558,0.165802264,0.451418438,0.080696214,0.138237059,14.49663795,2.003972597,0.84386682,4.916428738,nudix hydrolase 15,protein_coding,protein_coding
NUDT16,ENSG00000198585,131870,NUDT16,Artery Tibial,1.69782638,0.007213003,0.096932987,0.271399551,0.301287819,30.71652722,9.254515494,0.84386682,0.85395956,nudix hydrolase 16,protein_coding,protein_coding
NUDT16L1,ENSG00000168101,84309,NUDT16L1,Artery Tibial,1.695290974,0.906831794,0.967730223,0.04584694,0.084387151,21.51098374,1.81525064,0.84386682,0.851424154,nudix hydrolase 16 like 1,protein_coding,protein_coding
NUDT16P,ENSG00000246082,152195,NUDT16P1,Artery Tibial,1.711423929,0.234920059,0.534998604,0.207575697,0.332092998,2.332714749,0.774678235,0.84386682,0.867557109,nudix hydrolase 16 pseudogene 1,transcribed_unitary_pseudogene,other
NUDT17,ENSG00000186364,200035,NUDT17,Artery Tibial,3.423200279,0.033640695,0.206783261,0.132053473,0.20631398,3.74689824,0.773037488,0.84386682,2.579333459,nudix hydrolase 17,protein_coding,protein_coding
NUDT18,ENSG00000173566,NA,NA,Artery Tibial,1.298269905,0.570831563,0.811432226,0.017419997,0.080609288,9.132474479,0.73616227,0.84386682,0.454403085,NA,NA,NoEntrez
NUDT19,ENSG00000213965,390916,NUDT19,Artery Tibial,1.355793151,0.437133315,0.718938369,0.045745817,0.106506463,5.662783357,0.603123027,0.84386682,0.511926331,nudix hydrolase 19,protein_coding,protein_coding
NUDT2,ENSG00000164978,318,NUDT2,Artery Tibial,2.691649034,0.543722156,0.793612045,0.024374749,0.069011473,36.26884963,2.502966726,0.84386682,1.847782214,nudix hydrolase 2,protein_coding,protein_coding
NUDT21,ENSG00000167005,11051,NUDT21,Artery Tibial,2.742014776,0.064938376,0.287535039,0.202094753,0.138843606,49.36105442,6.853466785,0.84386682,1.898147956,nudix hydrolase 21,protein_coding,protein_coding
NUDT22,ENSG00000149761,84304,NUDT22,Artery Tibial,0.23226681,0.095483156,0.345354469,0.120611261,0.166790741,25.21311828,4.20531467,0.84386682,5.671585297,nudix hydrolase 22,protein_coding,protein_coding
NUDT3,ENSG00000272325,11165,NUDT3,Artery Tibial,4.965889711,0.622453499,0.83852369,0.024883568,0.053299104,27.4826871,1.464802601,0.84386682,4.122022891,nudix hydrolase 3,protein_coding,protein_coding
NUDT4,ENSG00000173598,11163,NUDT4,Artery Tibial,0.853381896,0.005809381,0.085521616,0.167071226,0.363825036,38.91181393,14.15709212,0.84386682,0.009515076,nudix hydrolase 4,protein_coding,protein_coding
NUDT5,ENSG00000165609,11164,NUDT5,Artery Tibial,1.004928703,0.555029897,0.80088529,0.063574813,0.098346517,18.36332257,1.805968813,0.84386682,0.161061883,nudix hydrolase 5,protein_coding,protein_coding
NUDT6,ENSG00000170917,11162,NUDT6,Artery Tibial,3.402856594,0.07216258,0.300197132,0.096796755,0.163113703,2.41549929,0.394001033,0.84386682,2.558989774,nudix hydrolase 6,protein_coding,protein_coding
NUDT7,ENSG00000140876,283927,NUDT7,Artery Tibial,3.242537489,0.041385076,0.229507401,0.176537176,0.2621415,9.232750868,2.420287158,0.84386682,2.398670669,nudix hydrolase 7,protein_coding,protein_coding
NUDT8,ENSG00000167799,254552,NUDT8,Artery Tibial,4.947328263,0.236531318,0.536631322,0.020880459,0.077532817,5.930200858,0.459785179,0.84386682,4.103461443,nudix hydrolase 8,protein_coding,protein_coding
NUDT9,ENSG00000170502,53343,NUDT9,Artery Tibial,0.70445497,0.444629735,0.723180164,0.025933625,0.055077486,24.47813882,1.348194345,0.84386682,6.143773457,nudix hydrolase 9,protein_coding,protein_coding
NUFIP1,ENSG00000083635,26747,NUFIP1,Artery Tibial,1.282384113,0.229254817,0.528833622,0.064730556,0.1271558,6.297991442,0.800826141,0.84386682,0.438517293,"NUFIP1, FMR1 interacting protein 1",protein_coding,protein_coding
NUFIP2,ENSG00000108256,57532,NUFIP2,Artery Tibial,2.875653257,0.926377672,0.975298678,0.00356697,0.024171993,22.85933439,0.552555662,0.84386682,2.031786437,"NUFIP2, FMR1 interacting protein 2",protein_coding,protein_coding
NUMA1,ENSG00000137497,4926,NUMA1,Artery Tibial,2.632861343,0.009761761,0.112470181,0.204983522,0.178954744,95.60597937,17.10914353,0.84386682,1.788994523,nuclear mitotic apparatus protein 1,protein_coding,protein_coding
NUMB,ENSG00000133961,8650,NUMB,Artery Tibial,2.401486123,0.404443046,0.695654291,0.066464488,0.06369545,30.67163041,1.953643309,0.84386682,1.557619303,"NUMB, endocytic adaptor protein",protein_coding,protein_coding
NUMBL,ENSG00000105245,9253,NUMBL,Artery Tibial,4.585713884,0.63538656,0.845060181,0.043526921,0.0744167,62.80025787,4.673387934,0.84386682,3.741847063,"NUMB like, endocytic adaptor protein",protein_coding,protein_coding
NUP107,ENSG00000111581,57122,NUP107,Artery Tibial,3.331696825,0.805214302,0.92882158,0.066252876,0.103473099,23.05197109,2.385258881,0.84386682,2.487830005,nucleoporin 107,protein_coding,protein_coding
NUP133,ENSG00000069248,55746,NUP133,Artery Tibial,2.344165843,0.005319565,0.082434164,0.190510224,0.117901351,28.48287153,3.358169048,0.84386682,1.500299023,nucleoporin 133,protein_coding,protein_coding
NUP153,ENSG00000124789,9972,NUP153,Artery Tibial,2.397617832,0.2967834,0.602437265,0.085463807,0.09786878,32.91740401,3.221586157,0.84386682,1.553751012,nucleoporin 153,protein_coding,protein_coding
NUP155,ENSG00000113569,9631,NUP155,Artery Tibial,2.570249326,0.151754465,0.432953352,0.056385245,0.084114604,7.262673287,0.610896888,0.84386682,1.726382506,nucleoporin 155,protein_coding,protein_coding
NUP160,ENSG00000030066,23279,NUP160,Artery Tibial,2.06386023,0.047616375,0.247147437,0.060627803,0.081275558,16.87860058,1.371817679,0.84386682,1.21999341,nucleoporin 160,protein_coding,protein_coding
NUP188,ENSG00000095319,23511,NUP188,Artery Tibial,6.130138707,0.538903438,0.791435894,0.118032864,0.158523717,23.60425682,3.74183452,0.84386682,5.286271887,nucleoporin 188,protein_coding,protein_coding
NUP205,ENSG00000155561,23165,NUP205,Artery Tibial,4.059040119,0.188702837,0.479463409,0.00535717,0.027223544,20.56103741,0.5597443,0.84386682,3.215173299,nucleoporin 205,protein_coding,protein_coding
NUP214,ENSG00000126883,8021,NUP214,Artery Tibial,2.145356898,0.036704098,0.216714735,0.173468742,0.120762059,22.97679313,2.774724837,0.84386682,1.301490078,nucleoporin 214,protein_coding,protein_coding
NUP35,ENSG00000163002,129401,NUP35,Artery Tibial,0.560659309,0.264663856,0.569289146,0.040976946,0.104337284,9.502849444,0.991501503,0.84386682,5.999977796,nucleoporin 35,protein_coding,protein_coding
NUP37,ENSG00000075188,79023,NUP37,Artery Tibial,2.111971309,0.775787471,0.915192501,0.031089661,0.058738694,11.60020588,0.681380948,0.84386682,1.268104489,nucleoporin 37,protein_coding,protein_coding
NUP43,ENSG00000120253,348995,NUP43,Artery Tibial,2.536845804,0.321700172,0.624822332,0.086696894,0.112037168,16.95200344,1.899254454,0.84386682,1.692978984,nucleoporin 43,protein_coding,protein_coding
NUP50,ENSG00000093000,10762,NUP50,Artery Tibial,1.351766117,0.087999918,0.331284208,0.096524575,0.134926035,8.782086447,1.184932101,0.84386682,0.507899297,nucleoporin 50,protein_coding,protein_coding
NUP54,ENSG00000138750,53371,NUP54,Artery Tibial,2.484988798,0.132139303,0.403648509,0.086531954,0.087404998,31.91725967,2.789728017,0.84386682,1.641121978,nucleoporin 54,protein_coding,protein_coding
NUP62,ENSG00000213024,23636,NUP62,Artery Tibial,2.029274217,0.925732954,0.975038097,0.011549368,0.027239799,26.68554762,0.726908948,0.84386682,1.185407397,nucleoporin 62,protein_coding,protein_coding
NUP85,ENSG00000125450,79902,NUP85,Artery Tibial,0.873583985,0.855866271,0.949511423,0.015762153,0.053626216,23.10023287,1.238778084,0.84386682,0.029717165,nucleoporin 85,protein_coding,protein_coding
NUP88,ENSG00000108559,4927,NUP88,Artery Tibial,0.705559023,0.070968392,0.298373558,0.098421007,0.111173877,25.12733269,2.793503,0.84386682,6.14487751,nucleoporin 88,protein_coding,protein_coding
NUP93,ENSG00000102900,9688,NUP93,Artery Tibial,0.397841113,0.641931478,0.848777271,0.041267612,0.060217151,16.66084874,1.003268847,0.84386682,5.8371596,nucleoporin 93,protein_coding,protein_coding
NUP98,ENSG00000110713,4928,NUP98,Artery Tibial,1.197512703,0.878420095,0.957149146,0.022347986,0.059314505,33.62510694,1.994456562,0.84386682,0.353645883,nucleoporin 98,protein_coding,protein_coding
NUPL1,ENSG00000139496,9818,NUP58,Artery Tibial,4.207769354,0.397750496,0.690884284,0.05157839,0.117418601,12.24378351,1.43764793,0.84386682,3.363902534,nucleoporin 58,protein_coding,protein_coding
NUPL2,ENSG00000136243,11097,NUPL2,Artery Tibial,2.603231333,0.831683078,0.93974675,0.034128336,0.047838187,22.05100082,1.054879901,0.84386682,1.759364513,nucleoporin like 2,protein_coding,protein_coding
NUPR1,ENSG00000176046,26471,NUPR1,Artery Tibial,0.780949229,0.213339602,0.510904754,0.086897077,0.188023819,346.0799811,65.07127961,0.84386682,6.220267716,"nuclear protein 1, transcriptional regulator",protein_coding,protein_coding
NUS1,ENSG00000153989,116150,NUS1,Artery Tibial,0.395201161,0.908122562,0.968335188,0.002034694,0.019949345,20.08550751,0.400692725,0.84386682,5.834519648,NUS1 dehydrodolichyl diphosphate synthase subunit,protein_coding,protein_coding
NUS1P1,ENSG00000235636,NA,NA,Artery Tibial,5.661145975,0.974745832,0.991113218,0.02162351,0.088402446,1.594948025,0.140997307,0.84386682,4.817279155,NA,NA,NoEntrez
NUTF2,ENSG00000102898,10204,NUTF2,Artery Tibial,5.161695979,0.024091039,0.176914348,0.156229344,0.114844824,81.67608697,9.380075838,0.84386682,4.317829159,nuclear transport factor 2,protein_coding,protein_coding
NUTM2A-AS1,ENSG00000223482,728190,NUTM2A-AS1,Artery Tibial,3.034090734,0.219379728,0.51776515,0.014580519,0.045621402,5.036888088,0.229789894,0.84386682,2.190223914,NUTM2A antisense RNA 1,antisense_RNA,antisense_RNA
NVL,ENSG00000143748,4931,NVL,Artery Tibial,2.261889374,0.452734986,0.729560375,0.055825842,0.06376197,11.3559939,0.724080546,0.84386682,1.418022554,nuclear VCP-like,protein_coding,protein_coding
NXF1,ENSG00000162231,10482,NXF1,Artery Tibial,1.137706581,0.951708383,0.982495181,0.045318912,0.087103214,104.3585036,9.089961081,0.84386682,0.293839761,nuclear RNA export factor 1,protein_coding,protein_coding
NXN,ENSG00000167693,64359,NXN,Artery Tibial,4.071601126,0.401140924,0.694085305,0.077824509,0.179500284,29.97949271,5.381327454,0.84386682,3.227734305,nucleoredoxin,protein_coding,protein_coding
NXNL2,ENSG00000130045,158046,NXNL2,Artery Tibial,3.754655047,0.001035896,0.03701558,0.184677259,0.365817864,4.711691332,1.723620857,0.84386682,2.910788226,nucleoredoxin-like 2,protein_coding,protein_coding
NXPE3,ENSG00000144815,91775,NXPE3,Artery Tibial,2.594496339,0.045512775,0.242277197,0.113944548,0.105500391,8.648631194,0.912433974,0.84386682,1.750629519,neurexophilin and PC-esterase domain family member 3,protein_coding,protein_coding
NXPH3,ENSG00000182575,11248,NXPH3,Artery Tibial,3.408297765,0.064940252,0.287535039,0.117766802,0.186529898,71.86946279,13.4058036,0.84386682,2.564430945,neurexophilin 3,protein_coding,protein_coding
NXPH4,ENSG00000182379,11247,NXPH4,Artery Tibial,4.56094242,0.000392092,0.022794771,0.206543571,0.711446964,3.771550278,2.683257995,0.84386682,3.717075599,neurexophilin 4,protein_coding,protein_coding
NXT1,ENSG00000132661,29107,NXT1,Artery Tibial,5.704075423,0.007141923,0.096616754,0.189022545,0.264780102,41.35098256,10.9489174,0.84386682,4.860208603,nuclear transport factor 2 like export factor 1,protein_coding,protein_coding
NXT2,ENSG00000101888,55916,NXT2,Artery Tibial,6.252708588,0.977668433,0.992012708,0.00654595,0.034691442,4.106601254,0.142463919,0.84386682,5.408841768,nuclear transport factor 2 like export factor 2,protein_coding,protein_coding
NYNRIN,ENSG00000205978,57523,NYNRIN,Artery Tibial,3.236435357,0.190612975,0.481664704,0.051259497,0.167371068,9.851809984,1.648907955,0.84386682,2.392568537,NYN domain and retroviral integrase containing,protein_coding,protein_coding
OAF,ENSG00000184232,220323,OAF,Artery Tibial,5.092932211,0.905880386,0.967398334,0.004253155,0.092350668,10.24989121,0.946584299,0.84386682,4.249065391,out at first homolog,protein_coding,protein_coding
OARD1,ENSG00000124596,221443,OARD1,Artery Tibial,2.009638217,0.000629919,0.029613436,0.281199821,0.209788544,11.54480276,2.421967363,0.84386682,1.165771397,O-acyl-ADP-ribose deacylase 1,protein_coding,protein_coding
OAS1,ENSG00000089127,4938,OAS1,Artery Tibial,4.731503371,0.837049434,0.941272756,0.011100271,0.164176362,3.940771008,0.646981447,0.84386682,3.887636551,2'-5'-oligoadenylate synthetase 1,protein_coding,protein_coding
OAS2,ENSG00000111335,4939,OAS2,Artery Tibial,4.579909261,0.779933065,0.916551188,0.009392485,0.142653326,4.920691164,0.701952963,0.84386682,3.736042441,2'-5'-oligoadenylate synthetase 2,protein_coding,protein_coding
